Id,Label,group,attribute,modularity_class,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
548,market,word,139,0,141,5,0.423471,0.448471,41595.323005
549,long,word,144,90,129,5,0.437718,0.460293,36977.676659
550,domestic,word,37,3,36,5,0.377324,0.395545,5747.001597
551,production,word,208,0,202,4,0.444503,0.47012,149870.548156
552,import,word,30,0,22,5,0.372094,0.389027,2212.414555
553,opioidnaive,word,5,97,5,5,0.3382,0.348561,8.010334
554,experimental,word,16,0,9,5,0.351022,0.365067,150.576876
555,subject,word,68,82,64,5,0.402275,0.423599,10690.100097
556,mgkg,word,17,97,18,5,0.344492,0.356862,710.60409
557,rat,word,37,0,38,5,0.358456,0.375001,6069.828024
558,cat,word,21,82,24,5,0.351838,0.365583,1763.261202
559,dog,word,25,102,17,5,0.354137,0.367888,3409.026683
560,monkey,word,6,97,7,5,0.329026,0.338406,213.818843
561,mouse,word,14,4,10,5,0.302939,0.311357,228.597399
562,june,word,44,82,31,5,0.387217,0.406148,646.397543
563,record,word,79,97,88,5,0.403539,0.42635,31754.601858
564,accord,word,128,78,124,5,0.439738,0.461887,22145.628159
565,nation,word,154,106,134,5,0.425607,0.450037,33283.63793
566,office,word,107,106,106,5,0.414701,0.438102,41497.204338
567,crime,word,181,82,166,4,0.429506,0.455279,54335.037198
568,unodc,word,26,106,16,5,0.360777,0.375498,242.450622
569,vienna,word,7,106,2,6,0.303811,0.312257,0
570,lethal,word,22,97,23,5,0.372775,0.389893,708.777016
571,special,word,55,101,47,5,0.382305,0.401732,10569.909587
572,considerably,word,9,82,4,5,0.338084,0.348149,0
573,toxic,word,60,3,52,5,0.376674,0.396281,10477.20421
574,opiate,word,37,0,37,5,0.381614,0.400736,2109.673857
575,pediatric,word,15,3,16,5,0.354967,0.369293,362.161338
576,network,word,102,78,93,4,0.406342,0.42918,31689.766819
577,adolescent,word,17,82,11,6,0.337042,0.34741,87.378651
578,aged,word,23,82,22,5,0.364562,0.380216,2353.909256
579,crisis,word,23,78,20,5,0.371066,0.387997,1534.891767
580,north,word,138,106,122,5,0.407351,0.432134,34487.959997
581,america,word,54,106,45,5,0.391867,0.412228,6468.78099
582,late,word,75,90,59,5,0.394695,0.415642,16334.055337
583,medium,word,44,78,34,5,0.372752,0.390776,7241.406041
584,outlet,word,5,78,3,6,0.310748,0.318693,2.921641
585,story,word,78,78,73,5,0.372775,0.392351,23856.634335
586,police,word,47,101,32,5,0.385675,0.40461,4227.747137
587,officer,word,17,101,10,5,0.323849,0.332682,303.631854
588,hospitalize,word,9,3,5,5,0.342534,0.354105,1.611341
589,touch,word,10,90,7,5,0.338006,0.349501,134.30636
590,clothing,word,7,3,1,6,0.298726,0.30755,0
591,topical,word,8,0,3,6,0.321592,0.331102,5.260684
592,unlikely,word,9,0,9,5,0.336141,0.348143,227.698638
593,intoxication,word,38,3,35,5,0.376122,0.394583,3409.124789
594,prolonged,word,40,0,33,5,0.381935,0.400948,2322.178641
595,poisoning,word,23,3,26,5,0.380508,0.398838,1559.004078
596,contact,word,21,97,14,5,0.338879,0.350494,674.474561
597,intact,word,10,4,5,6,0.305714,0.314923,66.769432
598,article,word,62,4,44,5,0.393171,0.413174,8083.719236
599,journal,word,18,78,14,5,0.345499,0.356963,602.342843
600,toxicology,word,9,78,10,5,0.344431,0.355604,85.399342
601,consensus,word,11,78,8,5,0.332433,0.341521,129.806328
602,scientific,word,33,78,24,5,0.375548,0.392681,3387.385294
603,community,word,81,106,63,5,0.401864,0.423331,20633.369865
604,illness,word,30,3,22,5,0.354519,0.369339,597.258915
605,efficiently,word,6,4,7,5,0.307672,0.317981,425.82362
606,carry,word,85,82,78,5,0.418758,0.440472,22497.411796
607,air,word,116,101,101,5,0.402384,0.425927,35849.727796
608,american,word,241,106,224,5,0.440689,0.468334,108043.28446
609,college,word,66,106,52,5,0.385222,0.405302,13916.562042
610,academy,word,19,106,19,5,0.346107,0.358854,1020.736188
611,joint,word,21,4,9,5,0.329926,0.338858,1409.228964
612,airborne,word,8,106,3,6,0.30573,0.31527,3.329326
613,yield,word,8,0,3,5,0.317512,0.325645,3.195842
614,therapeutic,word,48,0,40,5,0.385978,0.405533,2393.28804
615,heartbeat,word,6,3,6,5,0.313868,0.322358,30.747496
616,hyperventilation,word,6,3,6,5,0.323264,0.335108,82.347632
617,panic,word,5,3,4,6,0.311666,0.31972,8.25193
618,attack,word,58,82,48,5,0.388925,0.409167,11414.45662
619,paper,word,16,0,4,5,0.323052,0.331753,54.542531
620,express,word,35,82,27,5,0.370717,0.387735,2193.80124
621,physical,word,57,3,47,5,0.387624,0.407658,8863.765379
622,fear,word,18,97,8,5,0.327712,0.336011,292.532484
623,inhibit,word,46,0,38,5,0.372611,0.390824,10372.55555
624,respond,word,26,78,15,5,0.363821,0.37872,537.054471
625,spend,word,19,106,12,5,0.356531,0.37005,117.079349
626,unnecessary,word,8,3,2,5,0.305287,0.313343,8.740754
627,media,word,27,106,17,5,0.370531,0.386976,951.437161
628,coverage,word,31,78,28,5,0.361793,0.377149,3405.472658
629,social,word,76,3,79,5,0.400529,0.422801,19050.803037
630,stigma,word,5,3,3,5,0.328952,0.339755,0.665633
631,survey,word,37,106,32,5,0.380925,0.399489,1544.581773
632,new,word,565,106,538,5,0.483586,0.519248,408979.892502
633,york,word,146,106,109,5,0.398341,0.422217,36733.7604
634,briefly,word,7,5,0,0,0,0,0
635,expert,word,28,3,22,5,0.371393,0.388257,1241.089511
636,truly,word,5,6,0,0,0,0,0
637,physician,word,57,3,53,5,0.392179,0.412694,4816.534019
638,western,word,61,106,50,4,0.392049,0.412463,5658.295538
639,reserve,word,24,106,26,5,0.356294,0.37148,1255.467392
640,university,word,177,106,147,5,0.412327,0.438468,66085.833048
641,accidentally,word,5,97,8,5,0.344552,0.356354,52.100589
642,advisory,word,13,78,8,5,0.341801,0.353005,211.538609
643,misuse,word,42,0,39,5,0.38867,0.408524,12541.365833
644,center,word,89,106,76,5,0.407576,0.429713,9439.910788
645,disease,word,201,3,184,4,0.433223,0.459427,90676.949397
646,cdc,word,19,3,21,5,0.362526,0.378401,1065.065339
647,initial,word,41,78,27,5,0.361638,0.377055,1704.312521
648,alert,word,5,78,5,6,0.328769,0.338353,18.790733
649,vital,word,6,7,0,0,0,0,0
650,information,word,101,4,102,4,0.394932,0.418148,52542.933462
651,incident,word,18,78,13,5,0.343051,0.353888,487.675647
652,situation,word,21,78,12,5,0.346574,0.358998,41.590883
653,attention,word,26,3,20,5,0.359678,0.374798,537.756289
654,official,word,81,82,68,5,0.391011,0.412525,9873.141335
655,member,word,189,106,175,5,0.433892,0.45963,74514.805144
656,importance,word,10,3,3,5,0.346797,0.358803,46.576724
657,october,word,47,78,37,5,0.39127,0.411015,3520.079484
658,subsequent,word,22,3,7,5,0.34357,0.354325,215.074168
659,rise,word,45,106,39,5,0.395064,0.415205,6145.490262
660,nonopioid,word,6,0,3,5,0.33639,0.348064,0.38013
661,december,word,57,78,42,5,0.394747,0.414994,3719.532825
662,substantial,word,10,78,4,5,0.32182,0.330879,47.953977
663,march,word,39,82,17,5,0.365917,0.38236,579.255435
664,implementation,word,23,78,16,5,0.366053,0.381872,2522.991902
665,widespread,word,25,3,16,5,0.357307,0.371441,10988.153374
666,measure,word,74,0,77,5,0.400041,0.422033,19546.409754
667,covid,word,27,78,22,5,0.379189,0.396829,714.932955
668,pandemic,word,48,78,45,5,0.387192,0.407189,10353.814509
669,month,word,74,102,66,5,0.400937,0.422434,18425.305777
670,recommend,word,69,3,71,5,0.399878,0.421836,7045.990811
671,follow,word,203,97,219,5,0.462279,0.485545,84108.012393
672,counter,word,7,8,0,0,0,0,0
673,initiative,word,23,78,15,5,0.348187,0.360321,492.711352
674,campaign,word,43,3,50,5,0.392075,0.412544,6971.521313
675,enforcement,word,38,82,31,5,0.385072,0.404088,3919.128874
676,dea,word,20,82,20,5,0.368221,0.384631,751.06377
677,kill,word,53,82,36,5,0.371509,0.389148,2157.048051
678,goal,word,30,78,23,5,0.366689,0.382741,1943.091207
679,awareness,word,31,3,21,5,0.365397,0.381858,710.790191
680,prevalence,word,22,3,16,5,0.348146,0.360516,5318.791903
681,difference,word,39,97,45,5,0.375931,0.394557,4532.200296
682,real,word,29,90,20,5,0.359678,0.374477,1392.843547
683,phenylpiperidine,word,10,0,6,5,0.329393,0.341013,12.959523
684,family,word,62,0,48,5,0.392779,0.412793,17053.387213
685,sufentanil,word,5,0,4,6,0.294203,0.302449,11.807626
686,alfentanil,word,5,0,6,6,0.296477,0.30496,41.459109
687,carfentanil,word,15,0,18,5,0.356165,0.370109,1411.360734
688,structure,word,109,4,96,4,0.387217,0.409599,32496.074195
689,share,word,29,78,16,5,0.361086,0.375983,2224.190738
690,similarity,word,12,4,13,5,0.355801,0.369717,853.012971
691,codeine,word,51,0,53,5,0.371673,0.39059,3970.677677
692,hydrocodone,word,14,0,11,5,0.351168,0.364934,200.550102
693,hydromorphone,word,20,0,20,5,0.353628,0.367572,508.840263
694,simple,word,32,4,26,5,0.360249,0.375284,728.342908
695,modification,word,15,0,12,5,0.358652,0.373376,296.5672
696,meperidine,word,22,0,27,5,0.350231,0.3649,1053.455923
697,fully,word,22,0,20,5,0.365284,0.381031,887.934442
698,complex,word,71,4,76,5,0.384045,0.405237,34862.250274
699,version,word,35,90,28,5,0.370414,0.386891,2135.083899
700,weak,word,41,0,45,5,0.37186,0.390429,4957.797932
701,lipidsoluble,word,5,0,4,5,0.322769,0.331968,12.698306
702,physiological,word,22,3,21,5,0.362082,0.377671,631.472157
703,rapidly,word,23,0,18,5,0.36958,0.385822,699.59399
704,cross,word,28,106,26,5,0.360007,0.3758,2586.716799
705,cellular,word,11,4,5,5,0.315528,0.325298,31.050211
706,membrane,word,35,4,25,5,0.348866,0.361704,5810.448406
707,contribute,word,51,3,36,5,0.39127,0.410956,3771.09731
708,central,word,76,106,54,5,0.403953,0.424776,6765.179624
709,nervous,word,38,4,28,5,0.362282,0.378709,1943.254271
710,position,word,45,4,32,5,0.361926,0.377417,2411.439551
711,molecule,word,81,4,75,5,0.371043,0.39052,28755.909406
712,exceed,word,15,97,15,5,0.351963,0.364759,259.41185
713,pharmacological,word,21,0,14,5,0.346736,0.360417,279.041945
714,term,word,159,4,144,5,0.435812,0.459418,52131.660341
715,designer,word,7,0,6,5,0.338646,0.350423,12.765386
716,acid,word,158,4,144,5,0.40398,0.429925,67895.659476
717,attach,word,16,4,13,5,0.354839,0.368343,1830.128655
718,chain,word,16,4,13,5,0.356531,0.370168,542.776272
719,animal,word,87,4,76,4,0.395223,0.417316,15165.939632
720,contain,word,114,4,126,5,0.423958,0.447963,53319.664687
721,seven,word,29,82,21,5,0.373648,0.39072,406.445884
722,portion,word,46,3,42,5,0.38191,0.400914,8849.771942
723,intracellular,word,9,4,3,5,0.310519,0.318932,13.905772
724,loop,word,19,106,15,5,0.345439,0.358718,592.587332
725,important,word,53,78,33,5,0.379554,0.397808,2366.56404
726,differentiate,word,11,97,4,5,0.298092,0.306628,29.656397
727,bind,word,87,0,75,5,0.388593,0.410118,12292.345216
728,substrate,word,15,4,11,5,0.311731,0.321486,1769.357255
729,downstream,word,5,0,5,5,0.332676,0.344188,5.722408
730,inhibitory,word,16,0,14,5,0.34359,0.356557,729.798343
731,camp,word,14,0,10,5,0.347614,0.359506,1922.43835
732,ion,word,33,0,30,5,0.349713,0.363069,6373.22636
733,influx,word,12,106,9,5,0.33616,0.346301,192.442109
734,potassium,word,25,97,20,5,0.352173,0.365518,1110.396528
735,efflux,word,5,4,5,5,0.298213,0.307364,21.614758
736,pathway,word,24,97,12,5,0.337697,0.348434,747.736054
737,threshold,word,16,3,16,5,0.355437,0.369124,1708.177085
738,perception,word,23,97,18,5,0.362326,0.377741,6691.542384
739,mediate,word,22,0,16,5,0.34554,0.360129,756.530866
740,signal,word,21,97,14,5,0.341702,0.352494,200.829984
741,agonist,word,112,0,84,5,0.385072,0.406986,21148.098584
742,delta,word,13,0,16,5,0.354031,0.368707,633.929415
743,kappa,word,8,0,6,5,0.326859,0.338525,212.502163
744,affinity,word,67,0,53,5,0.370647,0.389527,4767.784114
745,easily,word,19,3,5,5,0.333974,0.343863,16.986054
746,penetrate,word,6,101,3,6,0.307033,0.315755,43.404983
747,second,word,85,106,67,5,0.410865,0.432402,13818.574962
748,strongly,word,15,3,7,5,0.350252,0.364836,91.017634
749,agonism,word,5,0,4,5,0.324062,0.335737,77.286337
750,sedation,word,92,97,98,5,0.39359,0.417127,21741.247664
751,urine,word,52,0,46,5,0.368842,0.38776,11395.639213
752,monitor,word,17,78,18,5,0.357935,0.372344,537.727814
753,confirm,word,18,97,14,5,0.351565,0.364731,3183.683735
754,diagnosis,word,26,3,28,5,0.362459,0.378557,1988.09692
755,assist,word,23,78,21,5,0.370531,0.38741,635.775829
756,investigation,word,36,78,25,5,0.365736,0.382092,1804.258744
757,commercially,word,6,0,2,5,0.336313,0.347796,0
758,screen,word,14,0,10,5,0.355501,0.369116,246.281568
759,test,word,54,4,45,5,0.3938,0.413998,3596.770818
760,technique,word,66,97,76,5,0.381318,0.402063,11286.442601
761,color,word,16,0,18,5,0.365193,0.380817,11101.967161
762,detect,word,30,97,22,5,0.361196,0.376748,2058.181131
763,presence,word,68,3,69,5,0.405366,0.427084,19767.600818
764,formaldehyde,word,222,3,212,5,0.426129,0.454749,145937.075707
765,solution,word,46,3,34,5,0.365374,0.381863,2597.202159
766,turn,word,31,90,22,5,0.375548,0.3932,1514.772116
767,introduce,word,52,106,37,5,0.38452,0.403552,4575.120808
768,opium,word,156,0,144,5,0.426621,0.451306,70625.339144
769,plasma,word,58,3,59,5,0.387141,0.407658,9302.923901
770,intoxicated,word,10,3,7,5,0.33422,0.345787,298.971532
771,victim,word,45,82,40,5,0.382206,0.401329,3977.040474
772,spectrometry,word,5,4,3,5,0.335701,0.34719,5.419916
773,sample,word,14,0,14,5,0.348228,0.361086,444.39543
774,spot,word,9,9,0,0,0,0,0
775,reagent,word,7,0,2,6,0.285101,0.293214,24.100181
776,principle,word,21,82,21,5,0.365804,0.382114,1203.491303
777,reduction,word,57,3,59,5,0.384821,0.405409,13762.099445
